questionaire_uuid;wm_config;responses_comment;wm_id;wm_testId;responses_stimulus;responses_score;wm_type;wm_date;responses_time
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;reference_1;5;mushra;2025-04-30 14:06:47.489994;92917
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;reference_2;49;mushra;2025-04-30 14:06:47.489994;92917
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C5_1;81;mushra;2025-04-30 14:06:47.489994;92917
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C5_2;87;mushra;2025-04-30 14:06:47.489994;92917
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C4_1;100;mushra;2025-04-30 14:06:47.489994;92917
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C4_2;90;mushra;2025-04-30 14:06:47.489994;92917
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C2_1;100;mushra;2025-04-30 14:06:47.489994;96576
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C2_2;23;mushra;2025-04-30 14:06:47.489994;96576
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C4_1;31;mushra;2025-04-30 14:06:47.489994;96576
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C4_2;64;mushra;2025-04-30 14:06:47.489994;96576
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;reference_1;100;mushra;2025-04-30 14:06:47.489994;96576
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;reference_2;100;mushra;2025-04-30 14:06:47.489994;96576
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C3_1;33;mushra;2025-04-30 14:06:47.489994;96576
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C3_2;51;mushra;2025-04-30 14:06:47.489994;96576
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C1_1;2;mushra;2025-04-30 14:06:47.489994;96576
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C1_2;1;mushra;2025-04-30 14:06:47.489994;96576
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C4_1;100;mushra;2025-04-30 14:06:47.489994;61078
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C4_2;100;mushra;2025-04-30 14:06:47.489994;61078
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C1_1;100;mushra;2025-04-30 14:06:47.489994;61078
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C1_2;100;mushra;2025-04-30 14:06:47.489994;61078
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;reference_1;100;mushra;2025-04-30 14:06:47.489994;61078
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;reference_2;100;mushra;2025-04-30 14:06:47.489994;61078
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C3_1;63;mushra;2025-04-30 14:06:47.489994;61078
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C3_2;75;mushra;2025-04-30 14:06:47.489994;61078
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C2_1;26;mushra;2025-04-30 14:06:47.489994;61078
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C2_2;39;mushra;2025-04-30 14:06:47.489994;61078
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C5_1;100;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C5_2;100;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C1_1;1;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C1_2;51;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;reference_1;30;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;reference_2;65;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C2_1;100;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C2_2;21;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C4_1;1;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C4_2;2;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C3_1;81;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C3_2;2;mushra;2025-04-30 14:06:47.489994;142454
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C2_1;100;mushra;2025-04-30 14:06:47.489994;80908
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C2_2;100;mushra;2025-04-30 14:06:47.489994;80908
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C4_1;25;mushra;2025-04-30 14:06:47.489994;80908
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C4_2;22;mushra;2025-04-30 14:06:47.489994;80908
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;reference_1;100;mushra;2025-04-30 14:06:47.489994;80908
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;reference_2;71;mushra;2025-04-30 14:06:47.489994;80908
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C3_1;100;mushra;2025-04-30 14:06:47.489994;80908
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C3_2;100;mushra;2025-04-30 14:06:47.489994;80908
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C1_1;100;mushra;2025-04-30 14:06:47.489994;80908
870d88d0-dcad-4833-b9b4-921906de7e3a;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C1_2;100;mushra;2025-04-30 14:06:47.489994;80908
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_eng;99;languageFamiliarity;2025-05-03 18:20:03.069494;18031
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_jp;19;languageFamiliarity;2025-05-03 18:20:03.069494;18031
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_man;98;languageFamiliarity;2025-05-03 18:20:03.069494;18031
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_canto;100;languageFamiliarity;2025-05-03 18:20:03.069494;18031
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;M;1;gender;2025-05-03 18:20:03.069494;7422
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;F;0;gender;2025-05-03 18:20:03.069494;7422
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;NB;0;gender;2025-05-03 18:20:03.069494;7422
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;NA;0;gender;2025-05-03 18:20:03.069494;7422
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C4_1;29;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C4_2;40;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C5_1;69;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C5_2;69;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C3_1;50;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C3_2;69;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C1_1;26;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C1_2;34;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;reference_2;68;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C2_1;70;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_1;mushra_noloop_nowav;C2_2;69;mushra;2025-05-03 18:20:03.069494;231901
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C3_1;52;mushra;2025-05-03 18:20:03.069494;332374
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C3_2;69;mushra;2025-05-03 18:20:03.069494;332374
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C4_1;38;mushra;2025-05-03 18:20:03.069494;332374
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C4_2;71;mushra;2025-05-03 18:20:03.069494;332374
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:20:03.069494;332374
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;reference_2;79;mushra;2025-05-03 18:20:03.069494;332374
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C1_1;50;mushra;2025-05-03 18:20:03.069494;332374
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C1_2;78;mushra;2025-05-03 18:20:03.069494;332374
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C2_1;51;mushra;2025-05-03 18:20:03.069494;332374
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;english_test_2;mushra_noloop_nowav;C2_2;82;mushra;2025-05-03 18:20:03.069494;332374
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C1_1;30;mushra;2025-05-03 18:20:03.069494;142853
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C1_2;72;mushra;2025-05-03 18:20:03.069494;142853
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C3_1;50;mushra;2025-05-03 18:20:03.069494;142853
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C3_2;52;mushra;2025-05-03 18:20:03.069494;142853
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:20:03.069494;142853
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;reference_2;87;mushra;2025-05-03 18:20:03.069494;142853
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C4_1;32;mushra;2025-05-03 18:20:03.069494;142853
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C4_2;50;mushra;2025-05-03 18:20:03.069494;142853
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C2_1;70;mushra;2025-05-03 18:20:03.069494;142853
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_1;mushra_noloop_nowav;C2_2;76;mushra;2025-05-03 18:20:03.069494;142853
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C1_1;33;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C1_2;57;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;reference_2;72;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C4_1;67;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C4_2;68;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C3_1;72;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C3_2;73;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C5_1;32;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C5_2;67;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C2_1;74;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;japanese_test_2;mushra_noloop_nowav;C2_2;79;mushra;2025-05-03 18:20:03.069494;112249
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C2_1;71;mushra;2025-05-03 18:20:03.069494;159709
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C2_2;51;mushra;2025-05-03 18:20:03.069494;159709
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C4_1;31;mushra;2025-05-03 18:20:03.069494;159709
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C4_2;72;mushra;2025-05-03 18:20:03.069494;159709
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C3_1;36;mushra;2025-05-03 18:20:03.069494;159709
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C3_2;60;mushra;2025-05-03 18:20:03.069494;159709
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:20:03.069494;159709
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;reference_2;83;mushra;2025-05-03 18:20:03.069494;159709
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C1_1;36;mushra;2025-05-03 18:20:03.069494;159709
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_1;mushra_noloop_nowav;C1_2;35;mushra;2025-05-03 18:20:03.069494;159709
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C1_1;66;mushra;2025-05-03 18:20:03.069494;114605
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C1_2;73;mushra;2025-05-03 18:20:03.069494;114605
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C2_1;32;mushra;2025-05-03 18:20:03.069494;114605
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C2_2;65;mushra;2025-05-03 18:20:03.069494;114605
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C3_1;52;mushra;2025-05-03 18:20:03.069494;114605
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C3_2;71;mushra;2025-05-03 18:20:03.069494;114605
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:20:03.069494;114605
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;reference_2;81;mushra;2025-05-03 18:20:03.069494;114605
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C4_1;33;mushra;2025-05-03 18:20:03.069494;114605
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;mandarin_test_2;mushra_noloop_nowav;C4_2;40;mushra;2025-05-03 18:20:03.069494;114605
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;reference_2;79;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C1_1;36;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C1_2;61;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C4_1;34;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C4_2;55;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C5_1;67;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C5_2;49;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C2_1;26;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C2_2;32;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C3_1;32;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_1;mushra_noloop_nowav;C3_2;58;mushra;2025-05-03 18:20:03.069494;171339
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C2_1;72;mushra;2025-05-03 18:20:03.069494;108298
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C2_2;66;mushra;2025-05-03 18:20:03.069494;108298
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;reference_1;100;mushra;2025-05-03 18:20:03.069494;108298
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;reference_2;79;mushra;2025-05-03 18:20:03.069494;108298
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C3_1;33;mushra;2025-05-03 18:20:03.069494;108298
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C3_2;59;mushra;2025-05-03 18:20:03.069494;108298
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C4_1;33;mushra;2025-05-03 18:20:03.069494;108298
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C4_2;37;mushra;2025-05-03 18:20:03.069494;108298
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C1_1;32;mushra;2025-05-03 18:20:03.069494;108298
8148da74-b88f-4f19-960b-a620583c6104;configs/mushra_noloop_nowav.yaml;;cantonese_test_2;mushra_noloop_nowav;C1_2;72;mushra;2025-05-03 18:20:03.069494;108298
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_eng;60;languageFamiliarity;2025-05-03 18:48:33.456151;34428
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_jp;62;languageFamiliarity;2025-05-03 18:48:33.456151;34428
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_man;0;languageFamiliarity;2025-05-03 18:48:33.456151;34428
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;lang_fam;mushra_noloop_nowav;Lang_canto;100;languageFamiliarity;2025-05-03 18:48:33.456151;34428
56b84b7f-70a4-4490-9dc3-9cf410586b47;configs/mushra_noloop_nowav.yaml;;gender;mushra_noloop_nowav;M;1;gender;2025-05-03 18:48:33.456151;10652
