responses_comment;wm_id;wm_config;responses_score;responses_time;wm_testId;wm_date;questionaire_uuid;wm_type;responses_stimulus
;cantonese_test_1;configs/mushra_noloop_nowav.yaml;84;86138;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C1_2
;cantonese_test_1;configs/mushra_noloop_nowav.yaml;26;86138;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C4_1
;cantonese_test_1;configs/mushra_noloop_nowav.yaml;76;86138;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C4_2
;cantonese_test_1;configs/mushra_noloop_nowav.yaml;100;86138;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;reference_1
;cantonese_test_1;configs/mushra_noloop_nowav.yaml;85;86138;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;reference_2
;cantonese_test_1;configs/mushra_noloop_nowav.yaml;100;86138;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C5_1
;cantonese_test_1;configs/mushra_noloop_nowav.yaml;84;86138;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C5_2
;cantonese_test_2;configs/mushra_noloop_nowav.yaml;100;57369;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C2_1
;cantonese_test_2;configs/mushra_noloop_nowav.yaml;84;57369;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C2_2
;cantonese_test_2;configs/mushra_noloop_nowav.yaml;100;57369;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C3_1
;cantonese_test_2;configs/mushra_noloop_nowav.yaml;77;57369;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C3_2
;cantonese_test_2;configs/mushra_noloop_nowav.yaml;49;57369;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;reference_1
;cantonese_test_2;configs/mushra_noloop_nowav.yaml;64;57369;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;reference_2
;cantonese_test_2;configs/mushra_noloop_nowav.yaml;27;57369;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C4_1
;cantonese_test_2;configs/mushra_noloop_nowav.yaml;45;57369;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C4_2
;cantonese_test_2;configs/mushra_noloop_nowav.yaml;100;57369;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C1_1
;cantonese_test_2;configs/mushra_noloop_nowav.yaml;76;57369;mushra_noloop_nowav;2025-04-30 13:28:45.610498;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;mushra;C1_2
;lang_fam;configs/mushra_noloop_nowav.yaml;80;32388;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;languageFamiliarity;Lang_eng
;lang_fam;configs/mushra_noloop_nowav.yaml;10;32388;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;languageFamiliarity;Lang_jp
;lang_fam;configs/mushra_noloop_nowav.yaml;65;32388;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;languageFamiliarity;Lang_man
;lang_fam;configs/mushra_noloop_nowav.yaml;100;32388;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;languageFamiliarity;Lang_canto
;gender;configs/mushra_noloop_nowav.yaml;1;11205;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;gender;M
;gender;configs/mushra_noloop_nowav.yaml;0;11205;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;gender;F
;gender;configs/mushra_noloop_nowav.yaml;0;11205;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;gender;NB
;gender;configs/mushra_noloop_nowav.yaml;0;11205;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;gender;NA
;english_test_1;configs/mushra_noloop_nowav.yaml;75;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C2_1
;english_test_1;configs/mushra_noloop_nowav.yaml;100;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C2_2
;english_test_1;configs/mushra_noloop_nowav.yaml;6;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C1_1
;english_test_1;configs/mushra_noloop_nowav.yaml;31;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C1_2
;english_test_1;configs/mushra_noloop_nowav.yaml;100;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C4_1
;english_test_1;configs/mushra_noloop_nowav.yaml;100;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C4_2
;english_test_1;configs/mushra_noloop_nowav.yaml;100;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;reference_1
;english_test_1;configs/mushra_noloop_nowav.yaml;100;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;reference_2
;english_test_1;configs/mushra_noloop_nowav.yaml;30;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C5_1
;english_test_1;configs/mushra_noloop_nowav.yaml;70;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C5_2
;english_test_1;configs/mushra_noloop_nowav.yaml;11;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C3_1
;english_test_1;configs/mushra_noloop_nowav.yaml;68;170157;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C3_2
;english_test_2;configs/mushra_noloop_nowav.yaml;100;123583;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;reference_1
;english_test_2;configs/mushra_noloop_nowav.yaml;100;123583;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;reference_2
;english_test_2;configs/mushra_noloop_nowav.yaml;100;123583;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C2_1
;english_test_2;configs/mushra_noloop_nowav.yaml;100;123583;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C2_2
;english_test_2;configs/mushra_noloop_nowav.yaml;30;123583;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C4_1
;english_test_2;configs/mushra_noloop_nowav.yaml;69;123583;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C4_2
;english_test_2;configs/mushra_noloop_nowav.yaml;19;123583;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C3_1
;english_test_2;configs/mushra_noloop_nowav.yaml;100;123583;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C3_2
;english_test_2;configs/mushra_noloop_nowav.yaml;70;123583;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C1_1
;english_test_2;configs/mushra_noloop_nowav.yaml;100;123583;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C1_2
;japanese_test_1;configs/mushra_noloop_nowav.yaml;8;110910;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C2_1
;japanese_test_1;configs/mushra_noloop_nowav.yaml;50;110910;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C2_2
;japanese_test_1;configs/mushra_noloop_nowav.yaml;100;110910;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;reference_1
;japanese_test_1;configs/mushra_noloop_nowav.yaml;100;110910;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;reference_2
;japanese_test_1;configs/mushra_noloop_nowav.yaml;29;110910;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C1_1
;japanese_test_1;configs/mushra_noloop_nowav.yaml;69;110910;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C1_2
;japanese_test_1;configs/mushra_noloop_nowav.yaml;70;110910;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C3_1
;japanese_test_1;configs/mushra_noloop_nowav.yaml;44;110910;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C3_2
;japanese_test_1;configs/mushra_noloop_nowav.yaml;71;110910;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C4_1
;japanese_test_1;configs/mushra_noloop_nowav.yaml;75;110910;mushra_noloop_nowav;2025-04-30 14:06:47.489994;870d88d0-dcad-4833-b9b4-921906de7e3a;mushra;C4_2
