wm_date;wm_id;wm_config;wm_testId;questionaire_uuid;responses_stimulus;responses_time;wm_type;responses_score;responses_comment
2025-04-30 13:28:45.610498;cantonese_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C4_1;86138;mushra;26;
2025-04-30 13:28:45.610498;cantonese_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C4_2;86138;mushra;76;
2025-04-30 13:28:45.610498;cantonese_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;reference_1;86138;mushra;100;
2025-04-30 13:28:45.610498;cantonese_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;reference_2;86138;mushra;85;
2025-04-30 13:28:45.610498;cantonese_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C5_1;86138;mushra;100;
2025-04-30 13:28:45.610498;cantonese_test_1;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C5_2;86138;mushra;84;
2025-04-30 13:28:45.610498;cantonese_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C2_1;57369;mushra;100;
2025-04-30 13:28:45.610498;cantonese_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C2_2;57369;mushra;84;
2025-04-30 13:28:45.610498;cantonese_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C3_1;57369;mushra;100;
2025-04-30 13:28:45.610498;cantonese_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C3_2;57369;mushra;77;
2025-04-30 13:28:45.610498;cantonese_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;reference_1;57369;mushra;49;
2025-04-30 13:28:45.610498;cantonese_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;reference_2;57369;mushra;64;
2025-04-30 13:28:45.610498;cantonese_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C4_1;57369;mushra;27;
2025-04-30 13:28:45.610498;cantonese_test_2;configs/mushra_noloop_nowav.yaml;mushra_noloop_nowav;2560336e-cc15-4a9e-b2d1-6f97bf19b2a7;C4_2;57369;mushra;45;
